x  y  conc vel  dir
  7.5000      91.500     0.89770     0.86382     -150.32    
  7.5000      94.500      1.0346     0.86104     -150.21    
  7.5000      97.500      1.0499     0.85985     -150.15    
  7.5000      100.50      1.2324     0.85753     -150.03    
  7.5000      103.50     0.95856     0.85551     -149.91    
  7.5000      106.50     0.82162     0.85359     -149.81    
  7.5000      109.50      1.4607     0.85279     -149.75    
  7.5000      112.50      1.2933     0.85145     -149.63    
  7.5000      115.50      1.4911     0.85038     -149.51    
  7.5000      118.50      1.3998     0.85024     -149.42    
  7.5000      121.50     0.98899     0.84958     -149.30    
  7.5000      124.50      1.4150     0.84879     -149.22    
  7.5000      127.50      1.3542     0.84863     -149.16    
  7.5000      130.50      1.3998     0.84848     -149.04    
  7.5000      133.50      1.0955     0.84852     -148.92    
  7.5000      136.50      1.2933     0.84903     -148.82    
  7.5000      139.50      1.2629     0.84934     -148.70    
  7.5000      142.50      1.2020     0.84978     -148.59    
  7.5000      145.50      1.2781     0.84988     -148.53    
  7.5000      148.50      1.3389     0.85019     -148.47    
  7.5000      151.50      1.4150     0.85090     -148.36    
  7.5000      154.50      1.2172     0.85169     -148.25    
  7.5000      157.50      1.0651     0.85260     -148.14    
  7.5000      160.50      1.2477     0.85348     -148.03    
  7.5000      163.50      1.0651     0.85391     -147.97    
  7.5000      166.50     0.97378     0.85438     -147.92    
  7.5000      169.50     0.98899     0.85535     -147.81    
  7.5000      172.50      1.0042     0.85634     -147.70    
  7.5000      175.50      1.2629     0.85734     -147.59    
  7.5000      178.50      1.0803     0.85836     -147.48    
  7.5000      181.50      1.1107     0.85938     -147.37    
  7.5000      184.50      1.0651     0.85987     -147.32    
  7.5000      187.50      1.3237     0.86038     -147.26    
  7.5000      190.50      1.2477     0.86140     -147.15    
  7.5000      193.50      1.0955     0.86242     -147.04    
  7.5000      196.50      1.0499     0.86347     -146.93    
  7.5000      199.50     0.74555     0.86450     -146.82    
  7.5000      202.50      1.1716     0.86553     -146.70    
  7.5000      205.50     0.89770     0.86602     -146.65    
  7.5000      208.50     0.88249     0.86654     -146.62    
  7.5000      211.50     0.85206     0.86758     -146.53    
  7.5000      214.50     0.80641     0.86864     -146.42    
  7.5000      217.50     0.91292     0.86929     -146.29    
  7.5000      220.50      1.0346     0.87052     -146.16    
  7.5000      223.50     0.83684     0.86985     -146.03    
  7.5000      226.50     0.62383     0.87041     -145.97    
  7.5000      229.50     0.95856     0.86956     -145.76    
  7.5000      232.50     0.92813     0.87065     -145.65    
  7.5000      235.50     0.80641     0.86943     -145.43    
  7.5000      238.50     0.97378     0.87055     -145.32    
  7.5000      241.50     0.76076     0.86897     -145.11    
  7.5000      244.50     0.83684     0.86814     -144.99    
  7.5000      247.50     0.60861     0.86731     -144.88    
  7.5000      250.50     0.95856     0.86721     -144.70    
  7.5000      253.50      1.0803     0.86716     -144.51    
  7.5000      256.50      1.0499     0.86716     -144.31    
  7.5000      259.50     0.94335     0.86724     -144.11    
  7.5000      262.50     0.74555     0.86508     -143.91    
  7.5000      265.50     0.95856     0.86588     -143.85    
  7.5000      268.50     0.85206     0.86460     -143.56    
  7.5000      271.50     0.82162     0.86650     -143.42    
  7.5000      274.50     0.69990     0.86528     -143.11    
  7.5000      277.50      1.0194     0.86742     -142.96    
  7.5000      280.50      1.2172     0.86649     -142.65    
  7.5000      283.50     0.91292     0.86789     -142.58    
  7.5000      286.50      1.1411     0.86590     -142.33    
  7.5000      289.50     0.65426     0.86857     -142.16    
  7.5000      292.50     0.71512     0.86819     -141.81    
  7.5000      295.50     0.80641     0.86922     -141.54    
  7.5000      298.50     0.54775     0.87070     -141.27    
  7.5000      301.50      1.0651     0.87232     -141.01    
  7.5000      304.50     0.79119     0.87287     -140.84    
  7.5000      307.50     0.71512     0.87310     -140.65    
  7.5000      310.50     0.77598     0.87516     -140.37    
  7.5000      313.50     0.94335     0.87561     -140.00    
  7.5000      316.50     0.86727     0.87922     -139.79    
  7.5000      319.50     0.86727     0.87996     -139.42    
  7.5000      322.50     0.86727     0.88301     -139.35    
  7.5000      325.50     0.74555     0.88202     -139.05    
  7.5000      328.50     0.44124     0.88670     -138.87    
  7.5000      331.50     0.60861     0.88799     -138.50    
  7.5000      334.50     0.80641     0.89219     -138.29    
  7.5000      337.50     0.65426     0.89372     -137.93    
  7.5000      340.50     0.66947     0.89887     -137.77    
  7.5000      343.50     0.71512     0.90001     -137.47    
  7.5000      346.50     0.51732     0.90136     -137.26    
  7.5000      349.50     0.63904     0.90509     -137.02    
  7.5000      352.50     0.50210     0.90889     -136.78    
  7.5000      355.50     0.56297     0.91180     -136.49    
  7.5000      358.50     0.63904     0.91400     -136.17    
  7.5000      361.50     0.51732     0.91832     -136.15    
  7.5000      364.50     0.69990     0.91828     -135.86    
  7.5000      367.50     0.38038     0.92399     -135.77    
  7.5000      370.50     0.51732     0.92640     -135.48    
  7.5000      373.50     0.62383     0.93096     -135.33    
  7.5000      376.50     0.65426     0.93336     -135.07    
  7.5000      379.50     0.47167     0.93897     -135.01    
  7.5000      382.50     0.34995     0.94034     -134.84    
  7.5000      385.50     0.34995     0.94364     -134.79    
  7.5000      388.50     0.42603     0.94607     -134.57    
  7.5000      391.50     0.50210     0.95154     -134.56    
  7.5000      394.50     0.44124     0.95363     -134.23    
  7.5000      397.50     0.38038     0.95742     -134.15    
  7.5000      400.50     0.39560     0.96047     -134.12    
  7.5000      403.50     0.38038     0.96212     -134.01    
  7.5000      406.50     0.33474     0.96579     -133.97    
  7.5000      409.50     0.24344     0.96798     -133.85    
  7.5000      412.50     0.45646     0.97285     -133.93    
  7.5000      415.50     0.36517     0.97336     -133.75    
  7.5000      418.50     0.25866     0.97794     -133.85    
  7.5000      421.50     0.41081     0.97971     -133.82    
  7.5000      424.50     0.27388     0.98244     -133.85    
  7.5000      427.50     0.28909     0.98430     -133.83    
  7.5000      430.50     0.21301     0.98847     -133.98    
  7.5000      433.50     0.19780     0.98849     -133.90    
  7.5000      436.50     0.25866     0.99233     -134.08    
  7.5000      439.50     0.16737     0.99386     -134.14    
  7.5000      442.50     0.91292E-01 0.99795     -134.31    
  7.5000      445.50     0.91292E-01 0.99931     -134.21    
  7.5000      448.50     0.13694      1.0018     -134.38    
  7.5000      451.50     0.10651      1.0042     -134.56    
  7.5000      454.50     0.91292E-01  1.0046     -134.66    
  7.5000      457.50     0.15215      1.0067     -134.88    
  7.5000      460.50     0.21301      1.0092     -135.01    
  7.5000      463.50     0.18258      1.0112     -135.13    
  7.5000      466.50     0.60861E-01  1.0127     -135.35    
  7.5000      469.50     0.30431E-01  1.0152     -135.66    
  7.5000      472.50     0.10651      1.0146     -135.82    
  7.5000      475.50     0.91292E-01  1.0169     -136.15    
  7.5000      478.50     0.13694      1.0184     -136.46    
  7.5000      481.50     0.30431E-01  1.0222     -136.72    
  7.5000      484.50     0.30431E-01  1.0234     -136.85    
  7.5000      487.50     0.60861E-01  1.0254     -137.23    
  7.5000      490.50      0.0000      1.0284     -137.54    
  7.5000      493.50     0.60861E-01  1.0279     -137.83    
  7.5000      496.50     0.60861E-01  1.0298     -138.24    
  7.5000      499.50     0.30431E-01  1.0338     -138.55    
  7.5000      502.50     0.15215E-01  1.0355     -138.74    
  7.5000      505.50     0.15215E-01  1.0375     -139.19    
  7.5000      508.50     0.15215E-01  1.0396     -139.67    
  7.5000      511.50      0.0000      1.0397     -140.07    
  7.5000      514.50     0.30431E-01  1.0411     -140.55    
  7.5000      517.50     0.45646E-01  1.0441     -141.11    
  7.5000      520.50     0.15215E-01  1.0481     -141.43    
  7.5000      523.50      0.0000      1.0514     -141.73    
  7.5000      526.50     0.15215E-01  1.0527     -142.24    
  7.5000      529.50     0.15215E-01  1.0564     -142.87    
  7.5000      532.50      0.0000      1.0548     -143.30    
  7.5000      535.50     0.15215E-01  1.0587     -143.96    
  7.5000      538.50     0.30431E-01  1.0625     -144.30    
  7.5000      541.50      0.0000      1.0682     -144.58    
  7.5000      544.50      0.0000      1.0707     -145.22    
  7.5000      547.50      0.0000      1.0735     -145.86    
  7.5000      550.50      0.0000      1.0758     -146.61    
  7.5000      553.50      0.0000      1.0777     -147.37    
  7.5000      556.50      0.0000      1.0867     -147.90    
  7.5000      559.50     0.15215E-01  1.0935     -148.00    
  7.5000      562.50      0.0000      1.1001     -148.09    
  7.5000      565.50      0.0000      1.1012     -148.00    
  7.5000      568.50      0.0000      1.1082     -148.10    
  7.5000      571.50      0.0000      1.1094     -148.00    
  7.5000      574.50      0.0000      1.1167     -148.10    
  7.5000      577.50      0.0000      1.1180     -148.00    
  7.5000      580.50      0.0000      1.1257     -148.11    
  7.5000      583.50      0.0000      1.1270     -148.00    
  7.5000      586.50      0.0000      1.1351     -148.11    
  7.5000      589.50      0.0000      1.1364     -148.00    
  7.5000      592.50      0.0000      1.1463     -148.00    
  7.5000      595.50      0.0000      1.1514     -148.00    
  7.5000      598.50      0.0000      1.1567     -148.00    
  7.5000      601.50      0.0000      1.1620     -148.00    
  7.5000      604.50      0.0000      1.1675     -148.00    
  7.5000      607.50      0.0000      1.1731     -148.00    
  7.5000      610.50      0.0000      1.1788     -148.00    
  7.5000      613.50      0.0000      1.1889     -148.13    
  7.5000      616.50      0.0000      1.1906     -148.00    
  7.5000      619.50      0.0000      1.2012     -148.13    
  7.5000      622.50      0.0000      1.2030     -148.00    
  7.5000      625.50      0.0000      1.2140     -148.14    
  7.5000      628.50      0.0000      1.2158     -148.00    
  7.5000      631.50      0.0000      1.2273     -148.14    
  7.5000      634.50      0.0000      1.2293     -148.00    
  7.5000      637.50      0.0000      1.2413     -148.15    
  7.5000      640.50      0.0000      1.2433     -148.00    
  7.5000      643.50      0.0000      1.2579     -148.00    
  7.5000      646.50      0.0000      1.2653     -148.00    
  7.5000      649.50      0.0000      1.2731     -148.00    
  7.5000      652.50      0.0000      1.2809     -148.00    
  7.5000      655.50      0.0000      1.2890     -148.00    
  7.5000      658.50      0.0000      1.2971     -148.00    
  7.5000      661.50      0.0000      1.3056     -148.00    
  7.5000      664.50      0.0000      1.3204     -148.17    
  7.5000      667.50      0.0000      1.3229     -148.00    
  7.5000      670.50      0.0000      1.3384     -148.18    
  7.5000      673.50      0.0000      1.3409     -148.00    
  7.5000      676.50      0.0000      1.3571     -148.18    
  7.5000      679.50      0.0000      1.3598     -148.00    
  7.5000      682.50      0.0000      1.3767     -148.19    
  7.5000      685.50      0.0000      1.3795     -148.00    
  7.5000      688.50      0.0000      1.3971     -148.19    
  7.5000      691.50      0.0000      1.4000     -148.00    
  7.5000      694.50      0.0000      1.4215     -148.00    
  7.5000      697.50      0.0000      1.4324     -148.00    
  7.5000      700.50      0.0000      1.4439     -148.00    
  7.5000      703.50      0.0000      1.4553     -148.00    
  7.5000      706.50      0.0000      1.4672     -148.00    
