x  y  conc vel  dir
  229.50      346.50     0.62383     0.12239E-01  90.000    
  229.50      349.50     0.56297     0.97223E-01  176.28    
  229.50      352.50     0.69990     0.29500     -167.65    
  229.50      355.50     0.59340     0.38215     -158.44    
  229.50      358.50     0.79119     0.44089     -156.49    
  229.50      361.50     0.66947     0.43433     -152.15    
  229.50      364.50     0.65426     0.45828     -148.51    
  229.50      367.50     0.85206     0.44111     -141.67    
  229.50      370.50     0.74555     0.43558     -137.71    
  229.50      373.50     0.74555     0.42538     -133.46    
  229.50      376.50     0.80641     0.41611     -129.67    
  229.50      379.50     0.79119     0.41180     -126.69    
  229.50      382.50     0.73033     0.39575     -121.95    
  229.50      385.50     0.88249     0.38814     -119.89    
  229.50      388.50     0.91292     0.36898     -115.82    
  229.50      391.50     0.76076     0.35421     -114.98    
  229.50      394.50     0.69990     0.32804     -111.76    
  229.50      397.50      1.0042     0.31232     -108.19    
  229.50      400.50      1.0651     0.29909     -108.12    
  229.50      403.50      1.0803     0.25428     -105.52    
  229.50      406.50     0.83684     0.20842     -109.18    
  229.50      409.50     0.98899     0.15052     -111.99    
  229.50      412.50     0.97378     0.11087     -137.14    
  229.50      415.50     0.80641     0.73069E-01 -168.12    
  229.50      418.50     0.83684     0.11456      179.42    
  229.50      421.50     0.86727     0.13307      172.19    
  229.50      424.50     0.82162     0.15128      159.01    
  229.50      427.50     0.85206     0.15971      151.09    
  229.50      430.50     0.62383     0.15494      147.37    
  229.50      433.50     0.63904     0.96443E-01  127.43    
  229.50      436.50     0.48689     0.53055E-01  77.934    
  229.50      439.50     0.44124     0.20202      3.2227    
  229.50      442.50     0.21301     0.35645     -8.2587    
  229.50      445.50     0.60861E-01 0.39943     -11.331    
  229.50      448.50     0.12172     0.26600     -6.4102    
  229.50      451.50     0.45646E-01  0.0000     -367.28    
  229.50      454.50     0.45646E-01  0.0000     -999.00    
  229.50      457.50      0.0000      0.0000     -999.00    
  229.50      460.50      0.0000      0.0000     -999.00    
  229.50      463.50      0.0000      0.0000     -999.00    
  229.50      466.50     0.13694      0.0000     -999.00    
  229.50      469.50     0.44124     0.78708E-01  90.000    
  229.50      472.50     0.73033     0.72574      170.34    
  229.50      475.50     0.83684     0.92582      174.65    
  229.50      478.50     0.47167     0.82338      175.61    
  229.50      481.50     0.15215     0.47304      177.60    
  229.50      484.50     0.13694      0.0000      999.00    
  229.50      487.50     0.91292E-01  0.0000      999.00    
  229.50      490.50     0.76076E-01 0.17782     -90.000    
  229.50      493.50     0.60861E-01 0.18259     -103.12    
  229.50      496.50     0.76076E-01  0.0000     -999.00    
  229.50      499.50     0.13694     0.35819     -90.000    
  229.50      502.50     0.18258      1.3650     -149.30    
  229.50      505.50     0.19780      1.2798     -153.15    
  229.50      508.50     0.91292E-01  1.2335     -158.30    
  229.50      511.50     0.10651      1.0063     -160.79    
  229.50      514.50     0.91292E-01 0.67342     -160.16    
  229.50      517.50     0.45646E-01 0.48879     -167.35    
  229.50      520.50     0.45646E-01 0.37368E-01  168.87    
  229.50      523.50     0.15215E-01  0.0000      999.00    
  229.50      526.50     0.15215E-01  0.0000      999.00    
  229.50      529.50     0.15215E-01 0.19234E-01  90.000    
  229.50      532.50     0.15215E-01 0.24538     -140.69    
  229.50      535.50     0.60861E-01 0.64783     -147.36    
  229.50      538.50     0.91292E-01 0.67442     -143.19    
  229.50      541.50     0.76076E-01 0.56512     -124.92    
  229.50      544.50      0.0000     0.49627     -116.99    
  229.50      547.50      0.0000     0.44224     -116.07    
  229.50      550.50      0.0000     0.35638     -112.10    
  229.50      553.50     0.45646E-01 0.29257     -116.55    
  229.50      556.50     0.30431E-01 0.26963     -117.81    
  229.50      559.50     0.45646E-01 0.27793     -125.45    
  229.50      562.50     0.25866     0.27937     -135.54    
  229.50      565.50     0.15215E-01 0.27241     -149.79    
  229.50      568.50     0.30431E-01 0.23763     -164.94    
  229.50      571.50      0.0000     0.20153      173.57    
  229.50      574.50     0.12172     0.15665      153.85    
  229.50      577.50     0.13694     0.23827      123.92    
  229.50      580.50     0.30431E-01 0.28373      98.747    
  229.50      583.50     0.10651     0.47989      99.296    
  229.50      586.50     0.45646E-01 0.79582      123.50    
  229.50      589.50     0.30431E-01 0.85707      136.43    
  229.50      592.50     0.15215E-01 0.91161      138.32    
  229.50      595.50      0.0000     0.94174      141.83    
  229.50      598.50      0.0000     0.99325      145.60    
  229.50      601.50     0.15215E-01  1.0639      149.61    
  229.50      604.50      0.0000      1.1632      156.16    
  229.50      607.50     0.30431E-01  1.2009      162.15    
  229.50      610.50     0.15215E-01  1.2523      169.02    
  229.50      613.50      0.0000      1.3344      172.97    
  229.50      616.50      0.0000      1.3115      177.36    
  229.50      619.50      0.0000      1.3476     -179.24    
  229.50      622.50      0.0000      1.3783     -176.61    
  229.50      625.50      0.0000      1.3812     -174.03    
  229.50      628.50      0.0000      1.4047     -171.96    
  229.50      631.50      0.0000      1.4220     -169.95    
  229.50      634.50      0.0000      1.4341     -168.88    
  229.50      637.50      0.0000      1.4170     -167.62    
  229.50      640.50      0.0000      1.4432     -166.19    
  229.50      643.50      0.0000      1.4366     -164.48    
  229.50      646.50      0.0000      1.4523     -163.18    
  229.50      649.50      0.0000      1.4441     -161.61    
  229.50      652.50      0.0000      1.4616     -160.52    
  229.50      655.50      0.0000      1.4460     -159.59    
  229.50      658.50      0.0000      1.4533     -159.08    
  229.50      661.50      0.0000      1.4415     -157.69    
  229.50      664.50      0.0000      1.4523     -156.76    
  229.50      667.50      0.0000      1.4385     -155.52    
  229.50      670.50      0.0000      1.4360     -154.48    
  229.50      673.50      0.0000      1.4275     -153.89    
  229.50      676.50      0.0000      1.4199     -153.35    
  229.50      679.50      0.0000      1.4149     -152.41    
  229.50      682.50      0.0000      1.4090     -151.48    
  229.50      685.50      0.0000      1.4049     -150.67    
  229.50      688.50      0.0000      1.3914     -149.50    
  229.50      691.50      0.0000      1.3896     -148.69    
  229.50      694.50      0.0000      1.3663     -147.93    
  229.50      697.50      0.0000      1.3596     -148.00    
  229.50      700.50      0.0000      1.3440     -147.83    
  229.50      703.50      0.0000      1.3415     -148.00    
  229.50      706.50      0.0000      1.3268     -147.84    
  229.50      709.50      0.0000      1.3244     -148.00    
  229.50      712.50      0.0000      1.3105     -147.85    
  229.50      715.50      0.0000      1.3083     -148.00    
  229.50      718.50      0.0000      1.2931     -148.00    
  229.50      721.50      0.0000      1.2857     -148.00    
  229.50      724.50      0.0000      1.2787     -148.00    
  229.50      727.50      0.0000      1.2717     -148.00    
  229.50      730.50      0.0000      1.2651     -148.00    
  229.50      733.50      0.0000      1.2585     -148.00    
  229.50      736.50      0.0000      1.2522     -148.00    
  229.50      739.50      0.0000      1.2418     -147.88    
  229.50      742.50      0.0000      1.2401     -148.00    
  229.50      745.50      0.0000      1.2302     -147.88    
  229.50      748.50      0.0000      1.2286     -148.00    
  229.50      751.50      0.0000      1.2192     -147.89    
  232.50      1.5000     0.16737      1.1216     -158.52    
  232.50      4.5000     0.19780      1.1183     -158.74    
  232.50      7.5000     0.16737      1.1133     -158.92    
  232.50      10.500     0.21301      1.1090     -159.05    
  232.50      13.500     0.18258      1.1061     -159.19    
  232.50      16.500     0.27388      1.1015     -159.37    
  232.50      19.500     0.22823      1.0967     -159.53    
  232.50      22.500     0.21301      1.0922     -159.70    
  232.50      25.500     0.31952      1.0891     -159.89    
  232.50      28.500     0.30431      1.0840     -160.17    
  232.50      31.500     0.25866      1.0800     -160.28    
  232.50      34.500     0.18258      1.0775     -160.42    
  232.50      37.500     0.24344      1.0732     -160.58    
  232.50      40.500     0.18258      1.0690     -160.74    
  232.50      43.500     0.21301      1.0665     -160.92    
  232.50      46.500     0.50210      1.0624     -161.08    
  232.50      49.500     0.39560      1.0588     -161.24    
  232.50      52.500     0.42603      1.0547     -161.34    
  232.50      55.500     0.38038      1.0533     -161.49    
  232.50      58.500     0.28909      1.0490     -161.64    
  232.50      61.500     0.30431      1.0459     -161.81    
  232.50      64.500     0.41081      1.0432     -161.99    
  232.50      67.500     0.44124      1.0404     -162.17    
  232.50      70.500     0.50210      1.0366     -162.28    
  232.50      73.500     0.56297      1.0358     -162.44    
  232.50      76.500     0.51732      1.0319     -162.61    
  232.50      79.500     0.45646      1.0292     -162.91    
  232.50      82.500     0.53253      1.0276     -163.12    
  232.50      85.500     0.62383      1.0249     -163.31    
  232.50      88.500     0.73033      1.0224     -163.52    
  232.50      91.500     0.48689      1.0203     -163.66    
  232.50      94.500     0.65426      1.0195     -163.83    
  232.50      97.500     0.85206      1.0175     -164.05    
  232.50      100.50     0.77598      1.0170     -164.30    
  232.50      103.50     0.86727      1.0150     -164.53    
  232.50      106.50     0.77598      1.0150     -164.80    
  232.50      109.50     0.88249      1.0128     -164.96    
  232.50      112.50     0.86727      1.0146     -165.18    
  232.50      115.50      1.0042      1.0123     -165.43    
  232.50      118.50     0.74555      1.0139     -165.76    
  232.50      121.50      1.1411      1.0123     -166.04    
  232.50      124.50      1.0499      1.0148     -166.40    
  232.50      127.50      1.3389      1.0133     -166.72    
  232.50      130.50      1.3237      1.0172     -167.10    
  232.50      133.50      1.3085      1.0193     -167.37    
  232.50      136.50      1.3694      1.0216     -167.79    
  232.50      139.50      1.5824      1.0245     -168.23    
  232.50      142.50      1.4607      1.0271     -168.72    
  232.50      145.50      1.6280      1.0313     -169.26    
  232.50      148.50      1.3694      1.0360     -169.85    
  232.50      151.50      1.5367      1.0472     -170.31    
  232.50      154.50      1.7193      1.0479     -170.70    
  232.50      157.50      1.4911      1.0602     -171.51    
  232.50      160.50      1.6280      1.0601     -172.33    
  232.50      163.50      1.9628      1.0699     -173.35    
  232.50      166.50      1.9932      1.0632     -174.46    
  232.50      169.50      1.9323      1.0550     -175.14    
  232.50      172.50      1.3998      1.0390     -175.91    
  232.50      175.50      1.8258     0.97706     -177.05    
  232.50      178.50      1.4759     0.89496     -178.05    
  232.50      181.50      1.1716     0.78473     -178.87    
  232.50      184.50     0.80641     0.57432     -178.14    
  232.50      187.50     0.62383     0.25496     -175.37    
  232.50      190.50     0.38038     0.22975     -3.8053    
  232.50      193.50     0.21301     0.41231     -5.2452    
  232.50      196.50     0.30431E-01 0.44323     -6.7840    
  232.50      199.50     0.15215E-01 0.92778E-01 -13.900    
  232.50      202.50      0.0000      0.0000     -796.43    
  232.50      205.50      0.0000      0.0000     -999.00    
  232.50      208.50     0.12172      0.0000     -999.00    
  232.50      211.50     0.31952      0.0000     -999.00    
  232.50      214.50      1.3542      0.0000     -999.00    
  232.50      217.50      2.1910     0.23705      164.73    
  232.50      220.50      2.8148      1.0458      173.66    
  232.50      223.50      3.3930      1.2734      174.95    
  232.50      226.50      3.7886      1.4537      174.82    
  232.50      229.50      4.2603      1.4811      174.42    
  232.50      232.50      4.2299      1.4951      174.20    
  232.50      235.50      4.0168      1.4597      173.55    
  232.50      238.50      3.9712      1.3687      173.30    
  232.50      241.50      3.0735      1.2850      174.09    
  232.50      244.50      1.8867      1.1170     -178.93    
  232.50      247.50     0.42603     0.73259     -167.64    
  232.50      250.50     0.18258     0.49116     -170.81    
  232.50      253.50     0.10651      0.0000     -999.00    
  232.50      256.50     0.15215E-01  0.0000     -999.00    
  232.50      259.50      0.0000      0.0000     -999.00    
  232.50      262.50     0.13694     0.15594E-01  90.000    
  232.50      265.50     0.28909     0.81882E-01  171.32    
  232.50      268.50     0.53253     0.31585     -166.78    
  232.50      271.50     0.86727     0.23604     -134.66    
  232.50      274.50      2.9061     0.25807     -118.80    
  232.50      277.50      2.7540     0.29667     -105.80    
  232.50      280.50      1.3694     0.33211     -106.57    
  232.50      283.50      1.1259     0.31677     -106.86    
  232.50      286.50      1.9019     0.33172     -106.44    
  232.50      289.50     0.80641     0.31288     -106.97    
  232.50      292.50     0.48689     0.29751     -108.79    
  232.50      295.50     0.41081     0.32163     -115.62    
  232.50      298.50     0.47167     0.32690     -124.74    
  232.50      301.50     0.41081     0.29026     -124.94    
  232.50      304.50     0.39560     0.22764     -120.61    
  232.50      307.50     0.57818     0.21876     -120.21    
  232.50      310.50     0.54775     0.22028     -128.76    
  232.50      313.50     0.48689     0.18457     -135.60    
  232.50      316.50     0.34995     0.12395     -151.50    
  232.50      319.50     0.34995     0.69654E-01 -172.85    
  232.50      322.50     0.53253     0.69405E-02 -164.87    
  232.50      325.50     0.30431      0.0000     -999.00    
  232.50      328.50     0.34995      0.0000     -999.00    
  232.50      331.50     0.41081      0.0000     -999.00    
  232.50      334.50     0.44124      0.0000     -999.00    
  232.50      337.50     0.51732      0.0000     -999.00    
  232.50      340.50     0.44124      0.0000     -999.00    
  232.50      343.50     0.73033      0.0000     -999.00    
  232.50      346.50     0.63904     0.67089E-02  90.000    
  232.50      349.50     0.69990     0.10989     -179.32    
  232.50      352.50     0.62383     0.24655     -166.96    
  232.50      355.50     0.73033     0.33057     -159.05    
  232.50      358.50     0.86727     0.37739     -152.87    
  232.50      361.50     0.65426     0.40334     -147.09    
  232.50      364.50     0.62383     0.43285     -144.01    
  232.50      367.50     0.73033     0.41384     -138.63    
  232.50      370.50     0.76076     0.42414     -136.81    
  232.50      373.50     0.65426     0.41074     -130.54    
  232.50      376.50     0.71512     0.41890     -128.06    
  232.50      379.50     0.74555     0.41797     -122.50    
  232.50      382.50     0.76076     0.41298     -119.66    
  232.50      385.50     0.68469     0.40301     -116.96    
  232.50      388.50     0.88249     0.39800     -114.08    
  232.50      391.50     0.95856     0.39319     -112.55    
  232.50      394.50     0.92813     0.37339     -110.61    
  232.50      397.50     0.85206     0.34558     -109.34    
  232.50      400.50      1.2172     0.31602     -111.04    
  232.50      403.50     0.98899     0.27092     -110.82    
  232.50      406.50      1.1868     0.25596     -114.67    
  232.50      409.50     0.83684     0.23181     -116.06    
  232.50      412.50     0.98899     0.20084     -130.74    
  232.50      415.50     0.83684     0.15482     -142.45    
  232.50      418.50     0.76076     0.16815     -166.91    
  232.50      421.50     0.54775     0.15545      176.49    
  232.50      424.50      1.0042     0.17796      165.14    
  232.50      427.50     0.94335     0.16274      159.58    
  232.50      430.50     0.82162     0.13674      158.05    
  232.50      433.50     0.65426     0.77724E-01  139.14    
  232.50      436.50     0.51732     0.75441E-01  16.295    
  232.50      439.50     0.30431     0.20544     -7.8690    
  232.50      442.50     0.21301     0.43156     -7.6081    
  232.50      445.50     0.60861E-01 0.43081     -8.5974    
  232.50      448.50     0.76076E-01 0.14112     -13.190    
  232.50      451.50      0.0000      0.0000     -755.76    
  232.50      454.50      0.0000      0.0000     -999.00    
  232.50      457.50     0.15215E-01  0.0000     -999.00    
  232.50      460.50      0.0000      0.0000     -999.00    
  232.50      463.50     0.45646E-01  0.0000     -999.00    
  232.50      466.50     0.19780      0.0000     -999.00    
  232.50      469.50     0.38038     0.18988      163.85    
  232.50      472.50     0.68469     0.66809      171.75    
  232.50      475.50     0.97378     0.90400      174.52    
  232.50      478.50     0.59340     0.86227      174.85    
  232.50      481.50     0.24344     0.32753      174.01    
  232.50      484.50     0.13694      0.0000      999.00    
  232.50      487.50     0.13694      0.0000      999.00    
  232.50      490.50     0.76076E-01  0.0000      999.00    
  232.50      493.50     0.30431E-01  0.0000      999.00    
  232.50      496.50     0.60861E-01  0.0000      999.00    
  232.50      499.50     0.18258     0.33725     -90.000    
  232.50      502.50     0.18258      1.0662     -144.60    
  232.50      505.50     0.22823      1.3775     -161.35    
  232.50      508.50     0.12172      1.2595     -165.12    
  232.50      511.50     0.15215      1.0533     -166.79    
  232.50      514.50     0.15215E-01 0.76311     -170.77    
  232.50      517.50     0.45646E-01 0.59840     -175.68    
  232.50      520.50     0.60861E-01  0.0000     -999.00    
  232.50      523.50     0.76076E-01  0.0000     -999.00    
  232.50      526.50     0.30431E-01  0.0000     -999.00    
  232.50      529.50     0.45646E-01 0.35575E-02  90.000    
  232.50      532.50     0.60861E-01 0.22699     -146.57    
  232.50      535.50     0.16737     0.55583     -145.19    
  232.50      538.50     0.91292E-01 0.58682     -135.84    
  232.50      541.50     0.15215     0.55100     -127.00    
  232.50      544.50     0.45646E-01 0.50196     -120.58    
  232.50      547.50     0.60861E-01 0.46676     -119.73    
  232.50      550.50     0.60861E-01 0.39843     -118.16    
  232.50      553.50      0.0000     0.34015     -120.64    
  232.50      556.50      0.0000     0.29881     -123.07    
  232.50      559.50     0.30431E-01 0.29006     -129.06    
  232.50      562.50     0.13694     0.28712     -135.90    
  232.50      565.50     0.45646E-01 0.31792     -145.28    
  232.50      568.50     0.15215E-01 0.30677     -152.12    
  232.50      571.50     0.15215E-01 0.27803     -167.57    
  232.50      574.50     0.27388     0.22545      164.08    
  232.50      577.50     0.15215     0.33418      136.05    
  232.50      580.50     0.15215E-01 0.51252      107.48    
  232.50      583.50     0.30431E-01 0.58432      117.12    
  232.50      586.50     0.45646E-01 0.56979      129.38    
  232.50      589.50      0.0000     0.69931      141.31    
  232.50      592.50     0.15215E-01 0.77555      147.75    
  232.50      595.50     0.15215E-01 0.81546      149.81    
  232.50      598.50      0.0000     0.89169      153.10    
  232.50      601.50      0.0000     0.97124      157.61    
  232.50      604.50      0.0000      1.0615      163.16    
  232.50      607.50     0.15215E-01  1.0896      167.14    
  232.50      610.50      0.0000      1.1614      171.73    
  232.50      613.50      0.0000      1.2382      175.48    
  232.50      616.50      0.0000      1.2420      179.04    
  232.50      619.50      0.0000      1.3022     -178.14    
  232.50      622.50     0.15215E-01  1.3196     -176.19    
  232.50      625.50      0.0000      1.3430     -174.67    
  232.50      628.50      0.0000      1.3525     -172.42    
  232.50      631.50      0.0000      1.3887     -170.69    
  232.50      634.50      0.0000      1.3921     -168.36    
  232.50      637.50      0.0000      1.3958     -166.67    
  232.50      640.50      0.0000      1.4089     -165.24    
  232.50      643.50      0.0000      1.4146     -164.38    
  232.50      646.50      0.0000      1.4131     -163.55    
  232.50      649.50      0.0000      1.4071     -162.06    
  232.50      652.50      0.0000      1.4244     -161.00    
  232.50      655.50      0.0000      1.4131     -159.55    
  232.50      658.50      0.0000      1.4274     -158.60    
  232.50      661.50      0.0000      1.4175     -157.28    
  232.50      664.50      0.0000      1.4237     -156.85    
  232.50      667.50      0.0000      1.4073     -156.05    
  232.50      670.50      0.0000      1.4158     -155.22    
  232.50      673.50      0.0000      1.4034     -154.02    
  232.50      676.50      0.0000      1.4105     -153.29    
  232.50      679.50      0.0000      1.3973     -152.17    
  232.50      682.50      0.0000      1.3963     -151.82    
  232.50      685.50      0.0000      1.3785     -151.30    
  232.50      688.50      0.0000      1.3721     -150.45    
  232.50      691.50      0.0000      1.3663     -149.54    
  232.50      694.50      0.0000      1.3606     -148.65    
  232.50      697.50      0.0000      1.3454     -148.10    
  232.50      700.50      0.0000      1.3268     -147.84    
  232.50      703.50      0.0000      1.3244     -148.00    
  232.50      706.50      0.0000      1.3105     -147.85    
  232.50      709.50      0.0000      1.3083     -148.00    
  232.50      712.50      0.0000      1.2952     -147.85    
  232.50      715.50      0.0000      1.2931     -148.00    
  232.50      718.50      0.0000      1.2807     -147.86    
  232.50      721.50      0.0000      1.2787     -148.00    
  232.50      724.50      0.0000      1.2670     -147.87    
  232.50      727.50      0.0000      1.2651     -148.00    
  232.50      730.50      0.0000      1.2540     -147.87    
  232.50      733.50      0.0000      1.2522     -148.00    
  232.50      736.50      0.0000      1.2401     -148.00    
  232.50      739.50      0.0000      1.2342     -148.00    
  232.50      742.50      0.0000      1.2286     -148.00    
  232.50      745.50      0.0000      1.2230     -148.00    
  232.50      748.50      0.0000      1.2178     -148.00    
  232.50      751.50      0.0000      1.2089     -147.89    
  235.50      1.5000     0.22823      1.1219     -158.73    
  235.50      4.5000     0.10651      1.1190     -158.89    
  235.50      7.5000     0.13694      1.1142     -159.08    
  235.50      10.500     0.24344      1.1094     -159.26    
  235.50      13.500     0.13694      1.1062     -159.46    
  235.50      16.500     0.13694      1.1017     -159.64    
  235.50      19.500     0.16737      1.0970     -159.81    
  235.50      22.500     0.25866      1.0930     -159.92    
  235.50      25.500     0.25866      1.0902     -160.06    
  235.50      28.500     0.21301      1.0860     -160.23    
  235.50      31.500     0.21301      1.0814     -160.38    
  235.50      34.500     0.41081      1.0790     -160.58    
  235.50      37.500     0.25866      1.0744     -160.73    
  235.50      40.500     0.28909      1.0709     -160.84    
  235.50      43.500     0.51732      1.0683     -160.97    
  235.50      46.500     0.22823      1.0640     -161.25    
  235.50      49.500     0.28909      1.0601     -161.40    
  235.50      52.500     0.31952      1.0577     -161.59    
  235.50      55.500     0.38038      1.0540     -161.75    
  235.50      58.500     0.42603      1.0503     -161.90    
  235.50      61.500     0.30431      1.0470     -162.02    
  235.50      64.500     0.50210      1.0453     -162.16    
  235.50      67.500     0.45646      1.0425     -162.34    
  235.50      70.500     0.36517      1.0386     -162.49    
  235.50      73.500     0.47167      1.0375     -162.70    
  235.50      76.500     0.73033      1.0337     -162.87    
  235.50      79.500     0.65426      1.0319     -163.01    
  235.50      82.500     0.59340      1.0298     -163.15    
  235.50      85.500     0.50210      1.0281     -163.35    
  235.50      88.500     0.68469      1.0247     -163.53    
  235.50      91.500     0.57818      1.0245     -163.77    
  235.50      94.500     0.60861      1.0212     -163.96    
  235.50      97.500     0.62383      1.0199     -164.30    
  235.50      100.50     0.91292      1.0186     -164.46    
  235.50      103.50     0.83684      1.0183     -164.64    
  235.50      106.50     0.98899      1.0170     -164.88    
  235.50      109.50      1.0803      1.0161     -165.13    
  235.50      112.50      1.1107      1.0176     -165.43    
  235.50      115.50     0.92813      1.0154     -165.68    
  235.50      118.50      1.0803      1.0177     -165.91    
  235.50      121.50     0.97378      1.0167     -166.10    
  235.50      124.50      1.2020      1.0194     -166.44    
  235.50      127.50      1.0042      1.0182     -166.75    
  235.50      130.50      1.0803      1.0224     -167.15    
  235.50      133.50      1.4454      1.0213     -167.50    
  235.50      136.50      1.3694      1.0267     -167.95    
  235.50      139.50      1.4150      1.0273     -168.21    
  235.50      142.50      1.4302      1.0343     -168.56    
  235.50      145.50      1.3389      1.0351     -169.02    
  235.50      148.50      1.5215      1.0443     -169.72    
  235.50      151.50      1.4759      1.0489     -170.31    
  235.50      154.50      1.4607      1.0558     -170.99    
  235.50      157.50      1.6889      1.0635     -171.77    
  235.50      160.50      1.7498      1.0716     -172.26    
  235.50      163.50      1.6280      1.0844     -172.86    
  235.50      166.50      1.7802      1.0801     -173.86    
  235.50      169.50      2.2062      1.0729     -175.05    
  235.50      172.50      1.6128      1.0560     -176.48    
  235.50      175.50      1.5824     0.99246     -177.76    
  235.50      178.50      1.2172     0.90244     -178.49    
  235.50      181.50     0.80641     0.77248     -178.96    
  235.50      184.50     0.69990     0.60820     -178.93    
  235.50      187.50     0.65426     0.15722     -175.04    
  235.50      190.50     0.53253     0.57825E-01 -44.055    
  235.50      193.50     0.22823     0.45154     -8.0501    
  235.50      196.50     0.30431E-01 0.45938     -3.7530    
  235.50      199.50     0.15215E-01  0.0000     -215.03    
  235.50      202.50      0.0000      0.0000     -999.00    
  235.50      205.50      0.0000      0.0000     -999.00    
  235.50      208.50     0.30431E-01  0.0000     -999.00    
  235.50      211.50     0.36517      0.0000     -999.00    
  235.50      214.50      1.1716     0.52989E-01  90.000    
  235.50      217.50      2.1758     0.24190     -160.97    
  235.50      220.50      2.7996      1.2076     -173.73    
  235.50      223.50      3.4691      1.3299      177.50    
  235.50      226.50      3.6060      1.4726      175.27    
  235.50      229.50      3.9255      1.4867      174.83    
  235.50      232.50      4.1233      1.5038      174.28    
  235.50      235.50      3.9864      1.4735      173.76    
  235.50      238.50      3.4691      1.3571      173.14    
  235.50      241.50      2.9213      1.2949      173.37    
  235.50      244.50      1.0955      1.0404      172.92    
  235.50      247.50     0.30431     0.76166      172.98    
  235.50      250.50     0.27388     0.31994      174.04    
  235.50      253.50     0.45646E-01  0.0000      999.00    
  235.50      256.50      0.0000      0.0000      999.00    
  235.50      259.50     0.22823      0.0000      999.00    
  235.50      262.50     0.41081      0.0000      999.00    
  235.50      265.50     0.47167     0.78881E-01 -127.89    
  235.50      268.50     0.76076     0.26038     -150.93    
  235.50      271.50      1.1411     0.18265     -116.41    
  235.50      274.50      1.4454     0.21039     -102.13    
  235.50      277.50      3.6821     0.21563     -99.414    
  235.50      280.50      1.5672     0.21694     -103.86    
  235.50      283.50     0.42603     0.23641     -106.10    
  235.50      286.50     0.57818     0.24100     -113.12    
  235.50      289.50     0.48689     0.24077     -112.21    
  235.50      292.50     0.42603     0.24696     -110.25    
  235.50      295.50     0.44124     0.23070     -122.01    
  235.50      298.50     0.42603     0.25033     -135.27    
  235.50      301.50     0.47167     0.23941     -132.63    
  235.50      304.50     0.44124     0.21889     -122.86    
  235.50      307.50     0.45646     0.22173     -122.06    
  235.50      310.50     0.47167     0.21933     -127.87    
  235.50      313.50     0.31952     0.20980     -141.96    
  235.50      316.50     0.28909     0.19842     -150.91    
  235.50      319.50     0.39560     0.14374     -161.57    
  235.50      322.50     0.30431     0.14675E-01  169.04    
  235.50      325.50     0.34995      0.0000      999.00    
  235.50      328.50     0.39560      0.0000      999.00    
  235.50      331.50     0.45646      0.0000      999.00    
  235.50      334.50     0.41081      0.0000      999.00    
  235.50      337.50     0.59340      0.0000      999.00    
  235.50      340.50     0.50210      0.0000      999.00    
  235.50      343.50     0.42603      0.0000      999.00    
  235.50      346.50     0.60861     0.18961E-01 -145.00    
  235.50      349.50     0.82162     0.98145E-01 -156.52    
  235.50      352.50     0.77598     0.23389     -157.70    
  235.50      355.50     0.73033     0.30246     -156.41    
  235.50      358.50      1.2020     0.32897     -152.56    
  235.50      361.50     0.73033     0.37030     -147.15    
  235.50      364.50     0.83684     0.39279     -141.88    
  235.50      367.50     0.60861     0.38942     -134.54    
  235.50      370.50     0.79119     0.41055     -131.46    
  235.50      373.50     0.85206     0.40545     -125.12    
  235.50      376.50     0.60861     0.41728     -123.56    
  235.50      379.50      1.0346     0.41347     -119.24    
  235.50      382.50     0.98899     0.42320     -117.91    
  235.50      385.50     0.97378     0.41769     -114.36    
  235.50      388.50     0.92813     0.41521     -113.71    
  235.50      391.50     0.98899     0.40122     -111.56    
  235.50      394.50      1.0346     0.38260     -110.95    
  235.50      397.50      1.0499     0.38139     -109.47    
  235.50      400.50     0.83684     0.37120     -110.22    
  235.50      403.50      1.0651     0.33757     -112.11    
  235.50      406.50      1.1411     0.29910     -115.68    
  235.50      409.50      1.0803     0.26063     -122.79    
  235.50      412.50      1.2172     0.22587     -133.54    
  235.50      415.50     0.95856     0.22011     -141.06    
  235.50      418.50      1.2324     0.23907     -151.87    
  235.50      421.50      1.0499     0.20475     -163.78    
  235.50      424.50     0.82162     0.20130     -177.34    
  235.50      427.50     0.92813     0.18977      171.88    
  235.50      430.50     0.73033     0.14471      161.51    
  235.50      433.50     0.65426     0.80484E-01  150.61    
  235.50      436.50     0.34995     0.11985      12.540    
  235.50      439.50     0.31952     0.19208      3.2900    
  235.50      442.50     0.13694     0.43474     -2.8796    
  235.50      445.50     0.15215E-01 0.49852     -2.2823    
  235.50      448.50     0.60861E-01 0.11525      0.0000    
  235.50      451.50     0.60861E-01  0.0000      0.0000    
  235.50      454.50     0.15215E-01  0.0000      0.0000    
  235.50      457.50     0.15215E-01  0.0000      0.0000    
  235.50      460.50      0.0000      0.0000      0.0000    
  235.50      463.50     0.13694      0.0000      0.0000    
  235.50      466.50     0.25866     0.41879E-01  90.000    
  235.50      469.50     0.41081     0.20373      153.54    
  235.50      472.50     0.56297     0.78856      174.91    
  235.50      475.50     0.85206     0.91862      177.38    
  235.50      478.50     0.54775     0.90516      176.13    
  235.50      481.50     0.10651     0.18009      167.14    
  235.50      484.50     0.10651      0.0000      999.00    
  235.50      487.50     0.91292E-01  0.0000      999.00    
  235.50      490.50     0.10651      0.0000      999.00    
